username, created_at, lng, lat, text
shenandoahffa, Fri Jan 29 18:59:25 +0000 2021, -85.525652, 40.005761, Shenandoah FFA members will begin selling Strawberries Monday!!!  Orders and Money will be due Friday February 19th… https://t.co/rVQSOnf4by 
Thomas_Manfredi, Fri Jan 29 18:59:25 +0000 2021, -80.285189, 26.078170, @LazareStJames He needs a yellow flag and he’s all set lmao 
tmj_wy_nursing, Fri Jan 29 18:59:26 +0000 2021, -107.949402, 44.012855, Nervous to apply for a job like "Registered Nurse RN OR Inpatient" at Banner Health? Apply even if you're not a 100… https://t.co/ngey15UaY5 
gg_plush, Fri Jan 29 18:59:26 +0000 2021, -95.446486, 29.838495, I don’t carry grudges - they don’t go with my shoes 
tmj_dfw_util, Fri Jan 29 18:59:26 +0000 2021, -96.937016, 32.690124, This job is now open at Cintas Corporation in #Dallas, TX. Follow us and turn on mobile alerts to hear about jobs l… https://t.co/gsqtBAsKI7 
natephill2, Fri Jan 29 18:59:26 +0000 2021, -76.731008, 39.967009, Yessir big 23 see my guy @erikmann15 
alphthaalien, Fri Jan 29 18:59:26 +0000 2021, -118.333300, 33.945500, Snippet from Smash Symphony “Star Eater” #smashbros #smashsymphony #alphthaalien #beats #hiphop #trap #losangeles… https://t.co/J1hwibVyAe 
MNBadgerDad, Fri Jan 29 18:59:26 +0000 2021, -122.101497, 47.370403, @komonews Car? 
2WIZEJ, Fri Jan 29 18:59:26 +0000 2021, -89.922029, 35.133521, Lol 😂 finna get promoted 
matt93380457, Fri Jan 29 18:59:26 +0000 2021, -73.723025, 45.557830, @Skeppy What the hell is that thing 
AnjunaLemon, Fri Jan 29 18:59:26 +0000 2021, -81.367773, 28.501678, I’ve never had so many 🦋🦋🦋🦋🦋 
psm_writes, Fri Jan 29 18:59:26 +0000 2021, -84.256139, 39.629944, “Demands”? For a statement that was correct? Oh hell no. 
ryanh8178, Fri Jan 29 18:59:26 +0000 2021, -94.559281, 39.100048, Am I too late?😎😈 #periodchallenge https://t.co/ldC0zEuxfF 
_leticiamiceli, Fri Jan 29 18:59:26 +0000 2021, -121.879033, 36.596299, @_soujessica De verdade amiga 😂😂😂😂 
jacobrosecrants, Fri Jan 29 18:59:26 +0000 2021, -97.445173, 35.222301, @JoanBel75148280 @mizchristian I went to St. Charles Borromeo Catholic f/ 6th to 8th, and ❤️ it. Had great teachers… https://t.co/HoiLG2FCGT 
CwagT5, Fri Jan 29 18:59:26 +0000 2021, -73.831187, 40.670879, @stoolpresidente    Also. Do you support DOGE? https://t.co/dcyH2MhgUZ 
lifeofchaughnk, Fri Jan 29 18:59:27 +0000 2021, -100.076888, 31.168893, If you know me you know I be blocking out the world blocking out negativity blocking out drama blocking anything that’s not helping me grow💛 
Rafael_Bernal_, Fri Jan 29 18:59:27 +0000 2021, -77.014398, 38.898603, @CPazJr Way to look at the bright side!We may have to have a talk with ATX about this. 
KingDeezyTheGod, Fri Jan 29 18:59:27 +0000 2021, -89.659689, 39.774346, On top of that what if they lost our savings trading ?! Who would cover their loss ?? #DEEZYCOIN ♥️ 
SooSUSPENDED, Fri Jan 29 18:59:27 +0000 2021, -73.831187, 40.670879, The twins. 😩 
KingRup10, Fri Jan 29 18:59:27 +0000 2021, -96.761753, 32.819858, @POTUS And stop GMO products too 
Alize_xo, Fri Jan 29 18:59:27 +0000 2021, -74.773336, 40.216133, Niggas at my job be so outta pocket. 
MelaVRussell, Fri Jan 29 18:59:27 +0000 2021, -83.963842, 35.982470, @WinterForMT When I lived in Sanders County, MT I applied for a reporter job at the Missoulian b/c I spent a lot of… https://t.co/jk8sgj8qxO 
baritonekeith, Fri Jan 29 18:59:27 +0000 2021, -79.272570, 43.629311, @MaxRut What are we playing today king? 
hunchoSniper, Fri Jan 29 18:59:27 +0000 2021, -85.668292, 42.830391, @iHurdle_6 In black tho 🖤‼️ 
cesaramirez692, Fri Jan 29 18:59:27 +0000 2021, -118.080024, 33.993921, Can we just eat the rich already 
b0yle, Fri Jan 29 18:59:27 +0000 2021, -122.149768, 47.597856, Cc: @ScienceWriting 
fiercefrank, Fri Jan 29 18:59:27 +0000 2021, -76.225685, 43.001006, Just asked my coworker about her boyfriend... surprise, they broke up 
marioAmendez8, Fri Jan 29 18:59:27 +0000 2021, -122.175743, 47.406941, @sweetsugar_nic Love Love ♥️♥️🌹🌹🌹🌹🌹🌹🧸🧸🧸 
SLOrat, Fri Jan 29 18:59:27 +0000 2021, -119.306608, 37.269176, How many of you can name these team logos? 
Hiram_manjarrez, Fri Jan 29 18:59:27 +0000 2021, -116.929102, 32.332876, La cámara "Konika c35 af" tiene un lente hexanon 38mm f/2.8 y cuenta con 4 elementos  en 3 grupos lo cual sirve par… https://t.co/S8tagJZRuD 
yuledejer, Fri Jan 29 18:59:27 +0000 2021, -118.325145, 34.182160, https://t.co/LpqKJOEwqA 
NazikNaji, Fri Jan 29 18:59:28 +0000 2021, -80.627224, 35.117875, @holdmy_hijaab 😭😂😭😂😭😂 
TEAM_OTBF, Fri Jan 29 18:59:28 +0000 2021, -105.550890, 38.997936, As an analyst too, so TWill is also happening happening 🥃🌳. Today is a good day. 
campoy_jm, Fri Jan 29 18:59:28 +0000 2021, -109.000000, 25.790000, Acaba de publicar una foto en Los Mochis, Sinaloa https://t.co/9M57aOphaK 
andreawilliams_, Fri Jan 29 18:59:28 +0000 2021, -96.347781, 30.665858, Y’ALL...IT’S BASEBALL SEASON!!! Wishing my two favorite players luck this season! Love you to the moon and back!… https://t.co/rj6sBaLqh9 
DaBay4LF, Fri Jan 29 18:59:28 +0000 2021, -122.295649, 37.838550, Man those stories @DALLASAUSTIN were telling abt Michael Jackson were crazy incredible. The first 10mns alone had m… https://t.co/TDyMuNxDKN 
LeeParpart, Fri Jan 29 18:59:28 +0000 2021, -79.272570, 43.629311, @manahilbanduk @CanadaCouncil Congrats! This looks so cool. 
aalexandrade, Fri Jan 29 18:59:28 +0000 2021, -93.105649, 44.941516, If anything happens today, let it be Doge getting above a dollar 
tmactenz, Fri Jan 29 18:59:28 +0000 2021, -73.113976, 41.824678, It’s ok to depend on others just not for happiness🗣 
vickibTLCN, Fri Jan 29 18:59:28 +0000 2021, -98.319925, 38.498196, Agree 💯% What KS reps will stand up for democracy against these extremists? @JerryMoran @RogerMarshallMD… https://t.co/RuPLTFTyrF 
EricMacLain, Fri Jan 29 18:59:28 +0000 2021, -80.846785, 35.209059, LET’S GO!!!! Congratulations @CoachCamAiken so happy for you brother! 
Im_VelvetJones, Fri Jan 29 18:59:28 +0000 2021, -118.156711, 33.809172, @BarbChairScott 😂😂😂😂😂😂 
YasTheRealtor, Fri Jan 29 18:59:29 +0000 2021, -76.620482, 39.284713, I love a good turtleneck 🥰 
dmbutterz, Fri Jan 29 18:59:29 +0000 2021, -83.804475, 27.698682, @HillReporter Would it be called the Pee Party? 
ghazianivip, Fri Jan 29 18:59:29 +0000 2021, -115.135165, 36.060964, NBA today:Mavericks +4Thunder +7 
k2showsandiego, Fri Jan 29 18:59:29 +0000 2021, -117.104989, 32.810012, @HuuuHpodcast @SoWizardPodcast @pintocomics @PopcornPints @YNFMoviePod @HollywoodsThe @LarryDwyer @LastShowAtRio… https://t.co/70GN6e1EKR 
Mehrzy, Fri Jan 29 18:59:29 +0000 2021, -82.815236, 34.693922, @TwistNHook https://t.co/aqiNgpFU3R 
mercwrites, Fri Jan 29 18:59:29 +0000 2021, -122.330602, 47.614817, Probation????? 
sergiogonbefine, Fri Jan 29 18:59:29 +0000 2021, -121.960830, 37.953270, #NowPlaying "LA CANCIÓN" by J Balvin, Bad Bunny on @TIDAL https://t.co/W0kfGZEYPt 
lyssasowavey, Fri Jan 29 18:59:29 +0000 2021, -78.895441, 35.990983, dnd be coming in clutch. 
rocakay, Fri Jan 29 18:59:29 +0000 2021, -119.782465, 36.786042, 🤣🤣🤣🤣 
AndyEschenbach, Fri Jan 29 18:59:29 +0000 2021, -84.539813, 39.137038, @kennykeil The Abstract always kept it positive, so he wouldn’t have a toxic view on competition. 
Khattarperla, Fri Jan 29 18:59:29 +0000 2021, -90.011008, 29.982601, Mia Khalifa helped Lebanon post-blast more than any known politician, yet she's still humiliated and condemned by a… https://t.co/5oo2d7kA4q 
artesan_sr, Fri Jan 29 18:59:29 +0000 2021, -74.024194, 40.177049, @ScooterMagruder Sign Dak fire the GM 
mmrattan, Fri Jan 29 18:59:29 +0000 2021, -98.319925, 38.498196, @kbssidhu1961 They are not important , not worth your stress ! https://t.co/fgXQPKYvyR 
DollaGettin, Fri Jan 29 18:59:29 +0000 2021, -117.195735, 34.120005, @Music_Promo_1 Hoodstar vs Rapstar ⭐️ out now! By @iamluccimane3x 💿 🎶🔥https://t.co/nvsMD7KKvP 
Inthegrandstand, Fri Jan 29 18:59:29 +0000 2021, -95.446486, 29.838495, He posed for a second and then knew that sound of a treat. Horses are awesome! 
sarah052794, Fri Jan 29 18:59:30 +0000 2021, -83.529160, 42.528303, New Year Same Routine | January Vlog https://t.co/vaHIMZ1TK9 via @YouTube 
JakeInThePaint, Fri Jan 29 18:59:30 +0000 2021, -89.569491, 44.900818, @robeltussin everything is so difficult man 
HopFusionAle, Fri Jan 29 18:59:30 +0000 2021, -97.285913, 32.779967, Hitting the taps today - Body High. A classic West Coast IPA at 7.6% ALC/VOL and 50 IBU with classic piney/resin/ci… https://t.co/AeRXSdeMCe 
mas_panhellenic, Fri Jan 29 18:59:30 +0000 2021, -95.446486, 29.838495, Drunk cigs don’t count 
itsjus_polo, Fri Jan 29 18:59:30 +0000 2021, -95.446486, 29.838495, 🤣🤣🤣 
SerGRILLS, Fri Jan 29 18:59:30 +0000 2021, -117.397616, 33.935822, Yeah you gotta smart phone but is it smart pho nnnuuuuu? 
Talibandit_, Fri Jan 29 18:59:30 +0000 2021, -73.916991, 41.693233, Never win at dis house gambling shit. 
mariahbagby, Fri Jan 29 18:59:30 +0000 2021, -94.559281, 39.100048, We talking bout going to Bali for my birthday this year but if niggas can’t get back in the country without vaccine… https://t.co/TSZ5UOzZgY 
WallStreetNolan, Fri Jan 29 18:59:30 +0000 2021, -83.809337, 41.519431, $Doge TAKEOFF 🚀 💰 #dogecoin https://t.co/3b3XqZzM6e 
emilyfalks, Fri Jan 29 18:59:31 +0000 2021, -87.383973, 37.994639, i am SO proud of ash&amp; I for pushing each other to workout. Even though we have long ass days w/school&amp; homework &amp; A… https://t.co/i69rxmgbhb 
OG_Rondo22, Fri Jan 29 18:59:31 +0000 2021, -83.173867, 32.678207, That don’t sound right at all 
thePaulArmes, Fri Jan 29 18:59:30 +0000 2021, -118.562245, 35.710950, Snow day for Maximus and his pals. Don’t mind the sexy ass #4runner https://t.co/x0zjthj5Mu 
JerseyBoy_20, Fri Jan 29 18:59:31 +0000 2021, -74.441104, 40.488195, Talk About Having A Rough Year 
depastasauce, Fri Jan 29 18:59:31 +0000 2021, -74.011450, 40.222272, @IvanPentchoukov Does he have to pay the $100 all at once or can he do it in installment payments? The 400 hours of… https://t.co/tW6nwLgc1Z 
chtucker18, Fri Jan 29 18:59:31 +0000 2021, -76.823805, 39.088366, I'm at Parkway Village Trailer Park in Maryland City, MD https://t.co/e8ApTBfbRB 
jubree2, Fri Jan 29 18:59:31 +0000 2021, -119.782465, 36.786042, Mercury retrograde is tomorrow.....nobody fuck with me 
SimplyKeni, Fri Jan 29 18:59:31 +0000 2021, -83.173867, 32.678207, All my favs are hitting me up! 🥰 
NGHSVIKINGSB, Fri Jan 29 18:59:31 +0000 2021, -83.173867, 32.678207, YESSSSSS 🙌🏻🙌🏻🙌🏻 
_FabiolaValdes, Fri Jan 29 18:59:31 +0000 2021, -100.279473, 25.374897, Ramón pensando que no trabajo: 🙃Ramón ayudándome en mi trabajo: Ala madre!!! pues son chingo de números, me revuelvo 
ReecieMontana, Fri Jan 29 18:59:32 +0000 2021, -83.804475, 27.698682, Say big brudda bring them guns out 
BigJavyOficial, Fri Jan 29 18:59:32 +0000 2021, -100.196134, 25.676603, Pedidos por WhatsApp 8129023831https://t.co/2zwjrGq2af https://t.co/P1FeRQ1fyS 
ssgator49, Fri Jan 29 18:59:32 +0000 2021, -80.249773, 26.270261, @marwilliamson @mtgreenee We wouldn't dare!!!😳 
keithKILLS_, Fri Jan 29 18:59:32 +0000 2021, -76.620482, 39.284713, OMG... stepped outside and my face almost fell off.🥶🩸 
lastoeck, Fri Jan 29 18:59:32 +0000 2021, -117.104989, 32.810012, @papi6144 🤤🤤🤤🤤🤤 
marathonkush, Fri Jan 29 18:59:32 +0000 2021, -95.317040, 32.315662, I can’t go back and forth with nobody this year 
dege13, Fri Jan 29 18:59:32 +0000 2021, -80.546916, 43.482152, @NintendoHodge @CandyParadise https://t.co/vkaosq46bx 
tmj_chi_util, Fri Jan 29 18:59:32 +0000 2021, -87.843115, 41.879198, Cintas Corporation is hiring in Maywood, IL! Read about our latest #Utilities job opening via the link in our bio: Route Skipper #cintasjobs 
the_fake_danny, Fri Jan 29 18:59:32 +0000 2021, -117.104989, 32.810012, @vrrrrrrrrg Team $NVAX https://t.co/tvK8DuvREL 
The2Battle, Fri Jan 29 18:59:32 +0000 2021, -118.156711, 33.809172, https://t.co/4FMZ3RsTSK 
ActivatedTo, Fri Jan 29 18:59:32 +0000 2021, -74.187304, 40.808510, @MollyJongFast COVID krazy 
aspenaidan, Fri Jan 29 18:59:32 +0000 2021, -106.840246, 39.206964, @snarkybitch24 @RockyMountViews Right!? Cool beans 
xoxox_kendra, Fri Jan 29 18:59:33 +0000 2021, -75.117998, 40.004866, Rule #1 have fun with it. 
LordTavon, Fri Jan 29 18:59:33 +0000 2021, -77.322747, 38.566471, Cop up! #Producers 
MsMathLab, Fri Jan 29 18:59:32 +0000 2021, -87.790965, 41.843259, Help stock the shelves at our Berwyn food pantries today! Drop off at Youth Crossroads, Ebenezer CRC, or St Leonard… https://t.co/dzSjI7qmyq 
yourfavegem, Fri Jan 29 18:59:33 +0000 2021, -118.348556, 33.995576, @_kwandaDON 🥴 
The2Battle, Fri Jan 29 18:59:33 +0000 2021, -118.156711, 33.809172, 🌹Gracious and Loving God of Salvations Plan,Glory to You and Sweet Hosannas to Our Redeemer.We are vexed on ever… https://t.co/rwLXZQ37vM 
tmj_GAD_pharm, Fri Jan 29 18:59:33 +0000 2021, -83.641045, 32.631506, Can you recommend anyone for this Pharmacy Technician - Retail Store job in #WarnerRobins, GA? Click the link in ou… https://t.co/emtyvvvNWV 
tmj_sfo_eng, Fri Jan 29 18:59:33 +0000 2021, -121.935792, 37.702152, Join the Oracle team! See our latest #Engineering job openings, including "Principal Data Management/Modeling Engin… https://t.co/xEOfTLwTYi 
NobleAD357, Fri Jan 29 18:59:33 +0000 2021, -90.292029, 38.674481, @IPT1963 
josey_omo, Fri Jan 29 18:59:33 +0000 2021, -86.791549, 36.200008, How I feel about my last single Energy hitting 11k streams on @spotify !🎉✨🧡 Thank you for listening to my music! Ne… https://t.co/pZD8KXz2rL 
tmj_dtw_sales, Fri Jan 29 18:59:33 +0000 2021, -83.145757, 42.244483, Have you ever had a role like "Hiring: Dollar Tree Cashier $12 - $25.50"? What did you like most about that job? #Sales #Ecorse, MI 
TreyPerkins8, Fri Jan 29 18:59:34 +0000 2021, -90.479380, 30.482053, @blackbadaxx let them know!!!!🤞🏾🥰 
tmj_wi_sales, Fri Jan 29 18:59:34 +0000 2021, -89.574563, 44.523579, Want to land a job like "Cashier" at Dollar Tree? Applicant tracking systems look for specific keywords. Use the ri… https://t.co/0UWXsDLDTR 
AsaZane, Fri Jan 29 18:59:34 +0000 2021, -96.347781, 30.665858, @tyjacob2 @MatthewErb0 with all the windows down like i did not want to b seen 😭 
NorfolkCatholic, Fri Jan 29 18:59:34 +0000 2021, -97.417419, 42.025405, We are just about underway with the Northeast Nebraska #marchforlife2021 here at our campus! https://t.co/qoIvriwCnY 
tmj_INL_NURSING, Fri Jan 29 18:59:34 +0000 2021, -86.875287, 40.416702, Interested in a job in Lafayette, IN? This could be a great fit. Click the link in our bio to apply: Travel Dialysi… https://t.co/ArG4SXiM3X 
ralph_stix, Fri Jan 29 18:59:34 +0000 2021, -74.724323, 40.073041, @JoeMamasMotown Are you guys back to having bands? 
tmj_az_sales, Fri Jan 29 18:59:34 +0000 2021, -109.360000, 31.430000, If you're looking for work in #Douglas, AZ, check out this job: https://t.co/LMuVGP88GK #Sales 
Johnnyv78, Fri Jan 29 18:59:34 +0000 2021, -118.731399, 34.267311, It’s me it’s me DDP 
bradfitz, Fri Jan 29 18:59:34 +0000 2021, -122.330602, 47.614817, @aofeisheng @Tailscale I didn't start Tailscale so no. :) 
scottmerkin, Fri Jan 29 18:59:34 +0000 2021, -87.732013, 41.833585, @Knazze5 @ChadMazanowski He's very healthy and ready to go for Spring Training and upbeat as always!!!👍 
no1askedme, Fri Jan 29 18:59:34 +0000 2021, -83.605217, 41.552526, Amen 
BenMastaitis, Fri Jan 29 18:59:35 +0000 2021, -73.763825, 42.739121, @politicususa This is insane. Expel that Georgia nutjob and have her arrested. They do have Police in DC don’t they???? 
KarlaMariex3, Fri Jan 29 18:59:35 +0000 2021, -81.367773, 28.501678, Gringos in DT had me all the way fucked up and I’m tight Lmfaoo 
Starboi4lifexx2, Fri Jan 29 18:59:35 +0000 2021, -73.831187, 40.670879, Mercedes benz to Barber 💈 https://t.co/QKOdy7Tb8s 
spaynneuter1, Fri Jan 29 18:59:35 +0000 2021, -120.583402, 44.145437, @NBCNewsBusiness @BreakingNews And guess what?  Trumpublicans will blame Biden for this plunge. 🤦‍♀️ 
CathyOlive4, Fri Jan 29 18:59:35 +0000 2021, -100.076888, 31.168893, Needs to be more. Hope that is in Texas 
Vic_Kamy, Fri Jan 29 18:59:35 +0000 2021, -80.233328, 25.782353, @emadman_1 @juII2_ @3e1_1 @Gh_li4 @s_a_6_ @Rlllllll10 @IeAnasa @e_noore @Murrady @GANRL9 @Ab_ZED2 @Kate3WL… https://t.co/3o4vsr0GxH 
JoeCardinali, Fri Jan 29 18:59:35 +0000 2021, -87.883405, 42.589265, #AngelaCunningham #AngelaCunninghamForJudge #CunninghamForJudge @vote4cunningham https://t.co/aYp7YcJQLP 
ClippedMeSmh, Fri Jan 29 18:59:36 +0000 2021, -84.433106, 33.767195, @MusicTaryn I believe so, but they're both good. Idk if you're here but Jinya for ramen and pho, idk lol 
Norbert_1745, Fri Jan 29 18:59:36 +0000 2021, -71.088712, 42.313670, 👀 
clwages, Fri Jan 29 18:59:36 +0000 2021, -95.966700, 36.151900, Wow. This one is amazing. - Drinking a Barrel Aged Full Sized Santa by American Solera @ American Solera  — https://t.co/4XaLwXVkoZ 
paulhogarth, Fri Jan 29 18:59:36 +0000 2021, -122.435979, 37.770657, @thejackweller So given that, would it be creepy if I said you were cute? 
IanVRowe, Fri Jan 29 18:59:36 +0000 2021, -73.805512, 40.892955, 2/4 I ran charter schools in the heart of the South Bronx and Lower East Side of Manhattan for 10 years so that tho… https://t.co/BfzLZu20a4 
mokeef3, Fri Jan 29 18:59:36 +0000 2021, -105.550890, 38.997936, Laugh my fucken ass off 😂😂😂 
sarah052794, Fri Jan 29 18:59:36 +0000 2021, -83.529160, 42.528303, Halstead and Upton Save a Hostage - Chicago PD https://t.co/D3Tbh7rwxK via @YouTube 
angthegem, Fri Jan 29 18:59:36 +0000 2021, -112.124676, 33.552863, @bblanco__ Who? 
SirRowllie, Fri Jan 29 18:59:37 +0000 2021, -117.397616, 33.935822, @HiddenCash @FlipzSnackz I would like 2 bags cause there just the best snack in the world they are sweet then salty so delicious 
shootfodamoon, Fri Jan 29 18:59:37 +0000 2021, -88.031699, 42.415427, How’s it going 🌎 Our new song HELLO (feat. Sunni, SKY3, &amp; Shoom) is out now on all music streaming services! Go che… https://t.co/kwXXaph4mU 
sdreed1108, Fri Jan 29 18:59:37 +0000 2021, -118.503259, 34.415631, @Jim_Jordan You are part of the reason we have #TrumpDeathToll475K. 
NerdyBoiSaurabi, Fri Jan 29 18:59:38 +0000 2021, -110.970800, 32.219000, Just posted a photo @ Tucson, Arizona https://t.co/4rBbPmYw7E 
Gutless_Weenie, Fri Jan 29 18:59:38 +0000 2021, -83.804475, 27.698682, Qt! 
touthli33, Fri Jan 29 18:59:38 +0000 2021, -122.350828, 47.621567, for 10+years the SPD AN UNION  i not trust this was murder of John T Williams far from over @ Seattle Center https://t.co/qJPbY9nKn2 
YoTheSpiritual1, Fri Jan 29 18:59:38 +0000 2021, -82.011776, 33.089211, #WolfMoon2021 #WolfMoon #leofullmoon #fullmoon #FullMoonInLeo #January29th #bravery #leadership #tigerseye #release https://t.co/tRGtzU9qgU 
JohnMatrixCA80, Fri Jan 29 18:59:38 +0000 2021, -117.993728, 33.747314, Timbaland Say it Right Nelly Furtado    The Neptunes Good Girl 
jaela_danielle, Fri Jan 29 18:59:38 +0000 2021, -79.179013, 37.400955, Lowkey happy Im going back to work. I was never the type to like sitting on my ass but I’ve been really sick and I needed the break 
HomingUSA, Fri Jan 29 18:59:38 +0000 2021, -96.761753, 32.819858, A surprise $100k pledge from a @Paycom executive turned, what started out as a #powerful &amp; #motivational keynote, i… https://t.co/0MRWXixZjh 
CaliforniaRomeo, Fri Jan 29 18:59:38 +0000 2021, -118.411907, 34.020789, @CaltransD5 @bigsurkate @BigSurCC Awww i wanted to go here for my bday maybe Wrightwood now but nature is not cooperating this year it seems 
JCOM42, Fri Jan 29 18:59:39 +0000 2021, -82.000113, 34.993798, 😂😂😂😂😂😂😂😂😂😂 
mjohnsonuu, Fri Jan 29 18:59:39 +0000 2021, -89.017567, 42.257146, Illinois needs to be at at least 60,000 a day to match the 1.5 million a day goal for the nation (~4% of national p… https://t.co/RZPGYkLMIk 
jasecoleTO, Fri Jan 29 18:59:39 +0000 2021, -79.272570, 43.629311, https://t.co/xlxAmwVVdQ 
TheOhioWizard, Fri Jan 29 18:59:39 +0000 2021, -84.361532, 39.506104, Yonkers Jan 29 Wiz https://t.co/flPHScGEsD 
landoralpha, Fri Jan 29 18:59:39 +0000 2021, -73.687100, 42.727940, @mirandathepansy @mikelucas1 @Nelson_Hooligan @Jcpono14 Appreciate the invite! 
jacejacobs, Fri Jan 29 18:59:40 +0000 2021, -112.124676, 33.552863, ☮️🤚🏼✊🏿😃❤️You cannot hide your valuesLife will show them in timeYour actions are always your journey And how I r… https://t.co/iRSiiOAXpb 
PixieStrmDesign, Fri Jan 29 18:59:40 +0000 2021, -80.130050, 33.026441, @ShandrizVoDur @marz__boutique THANK YOU!! 🥰 
sarah052794, Fri Jan 29 18:59:40 +0000 2021, -83.529160, 42.528303, Trying My Subscribers' Favorite AMAZON Products pt. 2 https://t.co/exNDI0zxXp via @YouTube 
ScottHarlow10, Fri Jan 29 18:59:40 +0000 2021, -68.795412, 44.811756, @Afterlife999 @BarackObama When that a-hole used it to organize and command his hate groups,  then censoring him is… https://t.co/Pxg5114S1O 
Queeeeeeeeenie, Fri Jan 29 18:59:40 +0000 2021, -93.606369, 41.576437, @baeburke Omg she’s hot 
whatstimetoapig, Fri Jan 29 18:59:40 +0000 2021, -93.389864, 41.938228, @bimmerella @CoriBush Might be by her own cult. She's kind of a big mouth. She's making them look worse than they are. If that could happen. 
hamblind20, Fri Jan 29 18:59:40 +0000 2021, -80.606720, 28.199587, Sooo have to spend a few days restin, watchin @shooter on @netflix anybody seen? Good and addicting lol 
avabdc, Fri Jan 29 18:59:40 +0000 2021, -77.014398, 38.898603, It is @MoGoldman time!! 
CristinaEllmann, Fri Jan 29 18:59:40 +0000 2021, -95.369400, 29.760200, Happy Birthday to my incredible brother, thank you for making it possible for us to sleep at night while you hold d… https://t.co/lneRwfsJbA 
pchobbies, Fri Jan 29 18:59:40 +0000 2021, -118.309239, 33.789781, New #airfixmodels just came in. Perfect weather to build a model #plasticmodels #pchobbies @ Pacific Coast Hobbies https://t.co/MIgSiCYdoH 
puutarican, Fri Jan 29 18:59:41 +0000 2021, -122.362414, 37.948843, @Ektaasy A Virgo? 🥱 you know libras love to spin the block so he’ll be back. You better play his ass too 
jahariaihje, Fri Jan 29 18:59:40 +0000 2021, -118.411907, 34.020789, Seen my silhouette in the moonlight 🌙 such an attraction ♨️✨ #silhouettechallenge #body #demonhours #redlightspecial https://t.co/GN7RKLO3mz 
jmitchem, Fri Jan 29 18:59:41 +0000 2021, -80.846785, 35.209059, @dereklwalker Over the past year I just keep telling myself “everyone is doing the best they can” regarding this wh… https://t.co/V31KoxyvUG 
mikvy_, Fri Jan 29 18:59:41 +0000 2021, -75.123671, 39.815139, Oh my god 
IliajahP, Fri Jan 29 18:59:41 +0000 2021, -122.958344, 49.239654, Just leaving Burnaby! The final stretch... and it isn’t even raining!! ⛅️ I’ll ride down Hastings until north at Bu… https://t.co/4yEzDLMvUI 
doseofvitaminb, Fri Jan 29 18:59:41 +0000 2021, -122.228685, 37.791994, im sleepy 
abbyyari, Fri Jan 29 18:59:41 +0000 2021, -76.704632, 39.154153, @SlimGirlSupreme Two scorpios... idk 😂 
doug_DaBroke, Fri Jan 29 18:59:41 +0000 2021, -78.657837, 35.843981, @daniele_vs_dani Which influence? 
flopbitch, Fri Jan 29 18:59:41 +0000 2021, -74.066663, 40.718001, @MaryGil05977515 No. 
__lovealyssa, Fri Jan 29 18:59:41 +0000 2021, -76.620482, 39.284713, @courtappointed_ I mean if you make more than you spend then you not toooo bad 🙇🏾‍♀️ 
DSports24, Fri Jan 29 18:59:41 +0000 2021, -91.129615, 30.334298, @JacquesDoucet Any word on lineups for today’s simulated game? 
MColeman210, Fri Jan 29 18:59:42 +0000 2021, -98.540651, 29.417501, Damn. 
tayvieee, Fri Jan 29 18:59:42 +0000 2021, -77.014398, 38.898603, starting to plan my birthday out early 
Nothavingit, Fri Jan 29 18:59:42 +0000 2021, -118.411907, 34.020789, This show fell off after season one mayne 
LIB_OMS, Fri Jan 29 18:59:41 +0000 2021, -73.638573, 40.634695, Great day wrapping up the draft with @Miss_Rollo_ ‘s awesome team! A day full of talking about books and agreeing t… https://t.co/mleAJIqXXe 
themkp54, Fri Jan 29 18:59:42 +0000 2021, -111.917026, 40.765805, @AdamParkhomenko STOP calling them Republicans! They are SEDITIOUS TRAITORS!! EVERY single one of these cowards FAI… https://t.co/Kgmc5H6xgb 
dzgra, Fri Jan 29 18:59:42 +0000 2021, -118.193800, 33.769200, Just look at the flowers, kaluchi... Happy belated birthday (1.22.21) to this pain in our asses @ Long Beach, Calif… https://t.co/70qMeIFoG2 
Katluck125, Fri Jan 29 18:59:42 +0000 2021, -74.367289, 40.246881, @NYGovCuomo Wow you’re an angel Lucifer 
Patrici04278024, Fri Jan 29 18:59:42 +0000 2021, -99.680903, 41.500730, Not So Fast, USDA: Stop the Unhealthy &amp; Inhumane High-Speed Slaughter! - Sign the Petition! https://t.co/U3C9gU7KBI via @Change 
HolbertJenn, Fri Jan 29 18:59:42 +0000 2021, -117.782360, 33.689732, Growing up, San Clemente was this small little town that was known by a few.  Today it is in the Washington Post be… https://t.co/J69uMtlad3 
BowmanHandles, Fri Jan 29 18:59:42 +0000 2021, -91.625078, 35.785776, 🪓🤠Need some help getting your chopping tools sharpened up? #USDA #USFS recommends this DIY tech tip, complete with… https://t.co/UiWUFIV1Iy 
_jsganx, Fri Jan 29 18:59:42 +0000 2021, -111.979965, 40.615963, I'm at @PlanetFitness in West Jordan, UT https://t.co/yxoNMLPLbO 
lorenzosilvva, Fri Jan 29 18:59:42 +0000 2021, -117.585658, 33.859093, IF YOU DO YOURE FUCKEN WIERD! 
cabooza, Fri Jan 29 18:59:42 +0000 2021, -97.863458, 29.989242, 2006 
tmj_ND_facmgmt, Fri Jan 29 18:59:42 +0000 2021, -96.817806, 46.863631, Accessible Space Inc is looking for teammates like you. See our latest #FacilitiesMgmt job openings, including "Pro… https://t.co/wF4OQrYq5K 
